RA,Ano_Referencia,Fase,INDE,IAN,IDA,IEG,IPS,IPP,IPV,Probabilidade_Risco,Risco_Real_2024,Classificacao_Modelo
RA-588,2023,FASE 2,8.3527,10.0,7.8,9.6,2.52,8.958333333,9.673333333,0.12755063059206623,0,0
RA-860,2023,ALFA,8.2372,10.0,7.4,9.8,6.89,7.5,8.34,0.1270460175653677,0,0
RA-642,2023,FASE 2,8.416866667,10.0,6.5,9.2,6.27,8.75,9.173333333,0.1251960026767703,0,0
RA-457,2023,FASE 3,8.256833333,10.0,8.1,8.6,7.52,8.125,8.045,0.12079165754272374,0,0
RA-417,2023,FASE 3,8.257658333,10.0,7.8,9.7,7.52,8.28125,8.2125,0.12000480804126237,0,0
RA-103,2023,FASE 5,8.0239,10.0,7.1,9.2,5.0,8.125,8.09,0.11732035565426205,0,0
RA-1100,2023,FASE 2,8.261033333,10.0,7.1,9.2,5.0,8.541666667,8.283333333,0.1159790706963685,0,0
RA-459,2023,FASE 3,8.240016667,10.0,8.3,9.3,7.52,7.1875,7.88,0.11438519464639633,0,0
RA-425,2023,FASE 3,8.10555,10.0,7.5,9.9,2.52,7.8125,8.3775,0.11313008773528632,0,0
RA-45,2023,FASE 6,8.303591667,10.0,7.9,9.6,6.26,8.28125,8.1725,0.10991507815255612,0,0
RA-274,2023,FASE 4,8.137625,10.0,7.5,9.5,5.63,7.65625,8.295,0.10849686147947872,0,0
RA-421,2023,FASE 3,8.030716667,10.0,7.3,9.9,2.52,7.8125,8.17,0.10820320875133685,0,0
RA-184,2023,FASE 4,8.430241667,10.0,7.1,9.5,7.52,8.59375,8.5025,0.10763131926972881,0,0
RA-418,2023,FASE 3,8.1686,10.0,8.1,10.0,2.52,8.125,8.045,0.09915027596960102,0,0
RA-179,2023,FASE 3,8.437641667,10.0,6.4,9.4,7.52,8.59375,8.9225,0.09673208111947687,0,0
RA-416,2023,FASE 3,8.144425,10.0,7.6,9.8,2.52,8.28125,8.3375,0.09172089113490398,0,0
RA-180,2023,FASE 4,8.283216667,10.0,8.0,9.4,2.52,8.4375,8.92,0.08873276801844344,0,0
RA-338,2023,FASE 3,8.287441667,10.0,6.7,9.1,7.52,8.59375,8.38,0.06395971062832334,0,0
