RA,Ano_Referencia,Fase,INDE,IAN,IDA,IEG,IPS,IPP,IPV,Probabilidade_Risco,Risco_Real_2024,Classificacao_Modelo
RA-110,2023,FASE 5,8.0879,10.0,7.5,8.6,5.0,8.75,8.2975,0.11129075115705553,0,0
RA-417,2023,FASE 3,8.257658333,10.0,7.8,9.7,7.52,8.28125,8.2125,0.10798977912066146,0,0
RA-642,2023,FASE 2,8.416866667,10.0,6.5,9.2,6.27,8.75,9.173333333,0.10771570270936742,0,0
RA-1100,2023,FASE 2,8.261033333,10.0,7.1,9.2,5.0,8.541666667,8.283333333,0.10740952040228358,0,0
RA-459,2023,FASE 3,8.240016667,10.0,8.3,9.3,7.52,7.1875,7.88,0.10691841093688917,0,0
RA-425,2023,FASE 3,8.10555,10.0,7.5,9.9,2.52,7.8125,8.3775,0.10554834399209823,0,0
RA-500,2023,FASE 2,8.427533333,10.0,7.9,10.0,2.52,8.958333333,8.7975,0.10441339589853116,0,0
RA-326,2023,FASE 3,8.65075,10.0,8.2,9.4,3.14,9.0625,9.76,0.10384820944416852,0,0
RA-418,2023,FASE 3,8.1686,10.0,8.1,10.0,2.52,8.125,8.045,0.10061954965324534,0,0
RA-103,2023,FASE 5,8.0239,10.0,7.1,9.2,5.0,8.125,8.09,0.10002570672436402,0,0
RA-457,2023,FASE 3,8.256833333,10.0,8.1,8.6,7.52,8.125,8.045,0.099918598993599,0,0
RA-45,2023,FASE 6,8.303591667,10.0,7.9,9.6,6.26,8.28125,8.1725,0.09394300464383588,0,0
RA-274,2023,FASE 4,8.137625,10.0,7.5,9.5,5.63,7.65625,8.295,0.09210858634754515,0,0
RA-421,2023,FASE 3,8.030716667,10.0,7.3,9.9,2.52,7.8125,8.17,0.09122318881743435,0,0
RA-184,2023,FASE 4,8.430241667,10.0,7.1,9.5,7.52,8.59375,8.5025,0.08878192339061904,0,0
RA-416,2023,FASE 3,8.144425,10.0,7.6,9.8,2.52,8.28125,8.3375,0.08501341615825735,0,0
RA-180,2023,FASE 4,8.283216667,10.0,8.0,9.4,2.52,8.4375,8.92,0.07492573139420967,0,0
RA-179,2023,FASE 3,8.437641667,10.0,6.4,9.4,7.52,8.59375,8.9225,0.07458931636233425,0,0
RA-338,2023,FASE 3,8.287441667,10.0,6.7,9.1,7.52,8.59375,8.38,0.05667638154116412,0,0
